🎵音乐频道,#genre#
刘德华今日演唱会2-3,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8d575b81a468c4f0370019981d7590e_258.mp4
刘德华今日演唱会3-3,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8d576391a55d74f0370019981d9b2f3_258.mp4
湾区升明月2025大湾区电影音乐晚会,https://vip.dytt-kan.com/20251002/7177_2723ad49/index.m3u8
张学友演唱会,https://alimov2.a.kwimgs.com/upic/2020/05/11/04/BMjAyMDA1MTEwNDE3NTRfMTA4ODgyMjg1OF8yODM1OTM2NTkxMl8yXzM=_b_Bf2cbd177f1349dcfc12d89443cf374af.mp4
S H E《2014 世界巡回演唱会 台北站 完整版》,https://vd2.bdstatic.com/mda-nmtebs1e731y7hfu/576p/h264/1672223127459067725/mda-nmtebs1e731y7hfu.mp4
S H E《2018 十七周年台北演唱会 完整版》,https://vd2.bdstatic.com/mda-nmtfbgevwx16brb0/576p/h264/1672224992649095576/mda-nmtfbgevwx16brb0.mp4
S H E《4EVER世界巡回演唱会 完整版》珍藏版,https://vd3.bdstatic.com/mda-nmkefmyd0arci215/576p/h264/1671618057578437373/mda-nmkefmyd0arci215.mp4
刘若英合集,https://vd4.bdstatic.com/mda-paj1zjmiy8f0u7e9/sc/cae_h264/1674182802321283228/mda-paj1zjmiy8f0u7e9.mp4
云菲菲40首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5207287179922382380_hlsb.m3u8
孟庭苇,https://vd4.bdstatic.com/mda-pah0g785da3bd8cg/hd/cae_h264/1674003403215729852/mda-pah0g785da3bd8cg.mp4


🐹辽宁电信,#genre#
辽宁影视剧,http://107.150.60.122/live/lnys.m3u8
辽宁北方,http://107.150.60.122/live/lnbf.m3u8
辽宁生活,http://107.150.60.122/live/lnsh.m3u8
辽宁都市,http://107.150.60.122/live/lnds.m3u8
辽宁体育休闲,http://107.150.60.122/live/lnty.m3u8
CCTV-1,http://107.150.60.122/live/cctv1hd.m3u8
CCTV-2,http://107.150.60.122/live/cctv2hd.m3u8
CCTV-3,http://107.150.60.122/live/cctv3hd.m3u8
CCTV-4,http://107.150.60.122/live/cctv4hd.m3u8
CCTV-5,http://107.150.60.122/live/cctv5hd.m3u8
CCTV-5+,http://107.150.60.122/live/cctv5p.m3u8
CCTV-6,http://107.150.60.122/live/cctv6hd.m3u8
CCTV-7,http://107.150.60.122/live/cctv7hd.m3u8
CCTV-8,http://107.150.60.122/live/cctv8hd.m3u8
CCTV-9,http://107.150.60.122/live/cctv9hd.m3u8
CCTV-10,http://107.150.60.122/live/cctv10hd.m3u8
CCTV-11,http://107.150.60.122/live/cctv11hd.m3u8
CCTV-12,http://107.150.60.122/live/cctv12hd.m3u8
CCTV-13,http://107.150.60.122/live/cctv13hd.m3u8
CCTV-14,http://107.150.60.122/live/cctv14hd.m3u8
CCTV-15,http://107.150.60.122/live/cctv15hd.m3u8
CCTV-16,http://107.150.60.122/live/cctv16hd.m3u8
CCTV-17,http://107.150.60.122/live/cctv17hd.m3u8
CCTV-4K,http://107.150.60.122/live/cctv4k.m3u8
CCTV-8K,http://107.150.60.122/live/cctv8k.m3u8
央视文化精品,http://107.150.60.122/live/ysjp.m3u8
卫生健康,http://107.150.60.122/live/wsjk.m3u8
第一剧场,http://107.150.60.122/live/dyjc.m3u8
电视指南,http://107.150.60.122/live/dszn.m3u8
风云剧场,http://107.150.60.122/live/fyjc.m3u8
风云音乐,http://107.150.60.122/live/fyyy.m3u8
风云足球,http://107.150.60.122/live/fyzq.m3u8
怀旧剧场,http://107.150.60.122/live/hjjc.m3u8
世界地理,http://107.150.60.122/live/sjdl.m3u8
央视台球,http://107.150.60.122/live/ystq.m3u8
高尔夫网球,http://107.150.60.122/live/gefwq.m3u8
女性时尚,http://107.150.60.122/live/nxss.m3u8
辽宁卫视,http://107.150.60.122/live/lnwshd.m3u8
吉林卫视,http://107.150.60.122/live/jlwshd.m3u8
黑龙江卫视,http://107.150.60.122/live/hljwshd.m3u8
湖南卫视,http://107.150.60.122/live/hnwshd.m3u8
东方卫视,http://107.150.60.122/live/dfwshd.m3u8
浙江卫视,http://107.150.60.122/live/zjwshd.m3u8
江苏卫视,http://107.150.60.122/live/jswshd.m3u8
重庆卫视,http://107.150.60.122/live/cqwshd.m3u8
东南卫视,http://107.150.60.122/live/dnwshd.m3u8
广西卫视,http://107.150.60.122/live/gxwshd.m3u8
湖北卫视,http://107.150.60.122/live/hbwshd.m3u8
山东卫视,http://107.150.60.122/live/sdwshd.m3u8
天津卫视,http://107.150.60.122/live/tjwshd.m3u8
陕西卫视,http://107.150.60.122/live/snwshd.m3u8
广东卫视,http://107.150.60.122/live/gdwshd.m3u8
深圳卫视,http://107.150.60.122/live/szwshd.m3u8
青海卫视,http://107.150.60.122/live/qhws.m3u8
西藏卫视,http://107.150.60.122/live/xzws.m3u8
大湾区卫视,http://107.150.60.122/live/nfws.m3u8
邵氏武侠,http://107.150.60.122/live/lbsswx.m3u8
邵氏动作,http://107.150.60.122/live/lbssdz.m3u8
邵氏喜剧,http://107.150.60.122/live/lbssxj.m3u8
邵氏电影,http://107.150.60.122/live/lbssdy.m3u8
北京卡酷少儿,http://107.150.60.122/live/btvkk.m3u8
发现之旅,http://107.150.60.122/live/fxzl.m3u8
老故事,http://107.150.60.122/live/lgs.m3u8
中国教育3,http://107.150.60.122/live/cetv3.m3u8
广东珠江,http://107.150.60.122/live/gdzj.m3u8
广东体育,http://107.150.60.122/live/gdty.m3u8
广东新闻,http://107.150.60.122/live/gdxw.m3u8
广西影视,http://107.150.60.122/live/gxys.m3u8
广西综艺旅游,http://107.150.60.122/live/gxzy.m3u8
广西都市,http://107.150.60.122/live/gxds.m3u8
广西新闻,http://107.150.60.122/live/gxxw.m3u8
广西国际,http://107.150.60.122/live/gxgj.m3u8
湖北综合,http://107.150.60.122/live/hbzh.m3u8
湖北经视,http://107.150.60.122/live/hbjs.m3u8
湖北影视,http://107.150.60.122/live/hbys.m3u8
湖北教育,http://107.150.60.122/live/hbjy.m3u8
湖北垄上,http://107.150.60.122/live/hbls.m3u8
湖北生活,http://107.150.60.122/live/hbty.m3u8
湖南娱乐,http://107.150.60.122/live/hnyl.m3u8
湖南教育,http://107.150.60.122/live/hnjy.m3u8
吉林影视,http://107.150.60.122/live/jlys.m3u8
吉林都市,http://107.150.60.122/live/jlds.m3u8
吉林综艺文化,http://107.150.60.122/live/jlfz.m3u8
吉林生活,http://107.150.60.122/live/jlsh.m3u8
新疆汉语影视,http://107.150.60.122/live/xjtv6.m3u8
新疆汉语体育健康,http://107.150.60.122/live/xjtv7.m3u8
江西少儿家庭,http://107.150.60.122/live/jxtv6.m3u8
江西新闻频道,http://107.150.60.122/live/jxtv7.m3u8
电影成龙,http://107.150.60.122/live/lbcl.m3u8
电影周润发,http://107.150.60.122/live/lbzrf.m3u8
电影周星驰,http://107.150.60.122/live/lbzxc.m3u8
电影林正英,http://107.150.60.122/live/lblzy.m3u8
🐹咪咕央卫,#genre#

海南卫视,http://fn.gcl.de5.net:5908/gsh950428/962045223
海南自贸,http://fn.gcl.de5.net:5908/gsh950428/962045226
海南新闻,http://fn.gcl.de5.net:5908/gsh950428/962067517
海南少儿,http://fn.gcl.de5.net:5908/gsh950428/962067523
海南文旅,http://fn.gcl.de5.net:5908/gsh950428/962067526
经典香港电影,http://fn.gcl.de5.net:5908/gsh950428/625703337
抗战经典影片,http://fn.gcl.de5.net:5908/gsh950428/617432318
新片放映厅,http://fn.gcl.de5.net:5908/gsh950428/619495952
CHC影迷电影,http://fn.gcl.de5.net:5908/gsh950428/952383261
CHC动作电影,http://fn.gcl.de5.net:5908/gsh950428/644368714
CHC家庭影院,http://fn.gcl.de5.net:5908/gsh950428/644368373
南方影视,http://fn.gcl.de5.net:5908/gsh950428/614961829
中国天气,http://fn.gcl.de5.net:5908/gsh950428/959986621
咪咕24小时体育台,http://fn.gcl.de5.net:5908/gsh950428/654102378
和美乡途轮播台,http://fn.gcl.de5.net:5908/gsh950428/713591450
中国天气,http://fn.gcl.de5.net:5908/gsh950428/959986621
山东教育卫视,http://fn.gcl.de5.net:5908/gsh950428/609154353
武术世界,http://fn.gcl.de5.net:5908/gsh950428/958475359
最强综艺趴,http://fn.gcl.de5.net:5908/gsh950428/629942228
嘉佳卡通,http://fn.gcl.de5.net:5908/gsh950428/614952364
经典动画大集合,http://fn.gcl.de5.net:5908/gsh950428/629942219
新动漫,http://fn.gcl.de5.net:5908/gsh950428/961930269
新动力量创一流,http://fn.gcl.de5.net:5908/gsh950428/713589837
中华特产,http://fn.gcl.de5.net:5908/gsh950428/959986618
环球旅游,http://fn.gcl.de5.net:5908/gsh950428/958475356
梨园频道,http://fn.gcl.de5.net:5908/gsh950428/961930369
老故事,http://fn.gcl.de5.net:5908/gsh950428/884121956
发现之旅,http://fn.gcl.de5.net:5908/gsh950428/624878970
中学生,http://fn.gcl.de5.net:5908/gsh950428/708869532
赛事最经典,http://fn.gcl.de5.net:5908/gsh950428/646596895
体坛名栏汇,http://fn.gcl.de5.net:5908/gsh950428/629943305
四海钓鱼,http://fn.gcl.de5.net:5908/gsh950428/637444975
陕西体育休闲,http://fn.gcl.de5.net:5908/gsh950428/956909356
快乐垂钓,http://fn.gcl.de5.net:5908/gsh950428/961930263
财富天下,http://fn.gcl.de5.net:5908/gsh950428/956923159
24小时城市联赛轮播台,http://fn.gcl.de5.net:5908/gsh950428/915512915
中国航天“逆袭”之路,http://fn.gcl.de5.net:5908/gsh950428/713600957

CCTV-1,http://fn.gcl.de5.net:5908/gsh950428/608807420
CCTV-2,http://fn.gcl.de5.net:5908/gsh950428/631780532
CCTV-3,http://fn.gcl.de5.net:5908/gsh950428/624878271
CCTV-4,http://fn.gcl.de5.net:5908/gsh950428/631780421
CCTV-5,http://fn.gcl.de5.net:5908/gsh950428/641886683
CCTV-5+,http://fn.gcl.de5.net:5908/gsh950428/641886773
CCTV-6,http://fn.gcl.de5.net:5908/gsh950428/624878396
CCTV-7,http://fn.gcl.de5.net:5908/gsh950428/673168121
CCTV-8,http://fn.gcl.de5.net:5908/gsh950428/624878356
CCTV-9,http://fn.gcl.de5.net:5908/gsh950428/673168140
CCTV-10,http://fn.gcl.de5.net:5908/gsh950428/624878405
CCTV-11,http://fn.gcl.de5.net:5908/gsh950428/667987558
CCTV-12,http://fn.gcl.de5.net:5908/gsh950428/673168185
CCTV-13,http://fn.gcl.de5.net:5908/gsh950428/608807423
CCTV-14,http://fn.gcl.de5.net:5908/gsh950428/624878440
CCTV-15,http://fn.gcl.de5.net:5908/gsh950428/673168223
CCTV-17,http://fn.gcl.de5.net:5908/gsh950428/673168256
CCTV-4欧洲,http://fn.gcl.de5.net:5908/gsh950428/608807419
CCTV-4美洲,http://fn.gcl.de5.net:5908/gsh950428/608807416
CGTN外语纪录,http://fn.gcl.de5.net:5908/gsh950428/609006487
CGTN阿拉伯语,http://fn.gcl.de5.net:5908/gsh950428/609154345
CGTN西班牙语,http://fn.gcl.de5.net:5908/gsh950428/609006450
CGTN法语频道,http://fn.gcl.de5.net:5908/gsh950428/609006476
CGTN俄语频道,http://fn.gcl.de5.net:5908/gsh950428/609006446
CETV-1,http://fn.gcl.de5.net:5908/gsh950428/923287154
CETV-2,http://fn.gcl.de5.net:5908/gsh950428/923287211
CETV-4,http://fn.gcl.de5.net:5908/gsh950428/923287339
CGTN,http://fn.gcl.de5.net:5908/gsh950428/609017205
东方卫视,http://fn.gcl.de5.net:5908/gsh950428/651632648
江苏卫视,http://fn.gcl.de5.net:5908/gsh950428/623899368
北京卫视,http://fn.gcl.de5.net:5908/gsh950428/630287636
辽宁卫视,http://fn.gcl.de5.net:5908/gsh950428/630291707
江西卫视,http://fn.gcl.de5.net:5908/gsh950428/783847495
河南卫视,http://fn.gcl.de5.net:5908/gsh950428/790187291
陕西卫视,http://fn.gcl.de5.net:5908/gsh950428/738910838
广东卫视,http://fn.gcl.de5.net:5908/gsh950428/608831231
海峡卫视,http://fn.gcl.de5.net:5908/gsh950428/849119120
大湾区卫视,http://fn.gcl.de5.net:5908/gsh950428/608917627
湖北卫视,http://fn.gcl.de5.net:5908/gsh950428/947472496
青海卫视,http://fn.gcl.de5.net:5908/gsh950428/947472506
东南卫视,http://fn.gcl.de5.net:5908/gsh950428/849116810
海南卫视,http://fn.gcl.de5.net:5908/gsh950428/947472502
农林卫视,http://fn.gcl.de5.net:5908/gsh950428/956904896
兵团卫视,http://fn.gcl.de5.net:5908/gsh950428/956923145
河北卫视,http://fn.gcl.de5.net:5908/gsh950428/962042070
宁夏卫视,http://fn.gcl.de5.net:5908/gsh950428/738910535
重庆卫视,http://fn.gcl.de5.net:5908/gsh950428/738910914
河北卫视,http://fn.gcl.de5.net:5908/gsh950428/962042070
吉林卫视,http://fn.gcl.de5.net:5908/gsh950428/947472500
三沙卫视,http://fn.gcl.de5.net:5908/gsh950428/961023778
上海新闻综合,http://fn.gcl.de5.net:5908/gsh950428/651632657
上视东方影视,http://fn.gcl.de5.net:5908/gsh950428/617290047
上海第一财经,http://fn.gcl.de5.net:5908/gsh950428/608780988
江苏体育休闲,http://fn.gcl.de5.net:5908/gsh950428/626064707
江苏城市频道,http://fn.gcl.de5.net:5908/gsh950428/626064714
江苏国际,http://fn.gcl.de5.net:5908/gsh950428/626064674
江苏教育,http://fn.gcl.de5.net:5908/gsh950428/628008321
江苏影视频道,http://fn.gcl.de5.net:5908/gsh950428/626064697
江苏综艺,http://fn.gcl.de5.net:5908/gsh950428/626065193
江苏公共新闻,http://fn.gcl.de5.net:5908/gsh950428/626064693
优漫卡通,http://fn.gcl.de5.net:5908/gsh950428/626064703
陕西银龄频道,http://fn.gcl.de5.net:5908/gsh950428/956909362
陕西都市青春频道,http://fn.gcl.de5.net:5908/gsh950428/956909358
陕西秦腔频道,http://fn.gcl.de5.net:5908/gsh950428/956909303
陕西新闻资讯,http://fn.gcl.de5.net:5908/gsh950428/956909289
南京新闻综合,http://fn.gcl.de5.net:5908/gsh950428/838109047
南京教科频道,http://fn.gcl.de5.net:5908/gsh950428/838153729
南京十八频道,http://fn.gcl.de5.net:5908/gsh950428/838151753
盐城新闻综合,http://fn.gcl.de5.net:5908/gsh950428/639731825
淮安新闻综合,http://fn.gcl.de5.net:5908/gsh950428/639731826
泰州新闻综合,http://fn.gcl.de5.net:5908/gsh950428/639731818
连云港新闻综合,http://fn.gcl.de5.net:5908/gsh950428/639731715
宿迁新闻综合,http://fn.gcl.de5.net:5908/gsh950428/639731832
徐州新闻综合,http://fn.gcl.de5.net:5908/gsh950428/639731747
江阴新闻综合,http://fn.gcl.de5.net:5908/gsh950428/955227979
南通新闻综合,http://fn.gcl.de5.net:5908/gsh950428/955227985
宜兴新闻综合,http://fn.gcl.de5.net:5908/gsh950428/955227996
溧水新闻综合,http://fn.gcl.de5.net:5908/gsh950428/639737327
镇江新闻综合,http://fn.gcl.de5.net:5908/gsh950428/639731783
熊猫01高清,http://fn.gcl.de5.net:5908/gsh950428/609158151
熊猫1,http://fn.gcl.de5.net:5908/gsh950428/608933610
熊猫2,http://fn.gcl.de5.net:5908/gsh950428/608933640
熊猫3,http://fn.gcl.de5.net:5908/gsh950428/608934619
熊猫4,http://fn.gcl.de5.net:5908/gsh950428/608934721
熊猫5,http://fn.gcl.de5.net:5908/gsh950428/608935104
熊猫6,http://fn.gcl.de5.net:5908/gsh950428/608935797
熊猫7,http://fn.gcl.de5.net:5908/gsh950428/609169286
熊猫8,http://fn.gcl.de5.net:5908/gsh950428/609169287
熊猫9,http://fn.gcl.de5.net:5908/gsh950428/609169226
熊猫10,http://fn.gcl.de5.net:5908/gsh950428/609169285




🐹辽宁酒店,#genre#
CCTV1-综合,http://fuxin.yunjifei.top:999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2-财经,http://fuxin.yunjifei.top:999/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3-综艺,http://fuxin.yunjifei.top:999/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4-国际,http://fuxin.yunjifei.top:999/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5-体育,http://fuxin.yunjifei.top:999/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6-电影,http://fuxin.yunjifei.top:999/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7-军农,http://fuxin.yunjifei.top:999/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8-电视剧,http://fuxin.yunjifei.top:999/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9-纪录,http://fuxin.yunjifei.top:999/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10-科教,http://fuxin.yunjifei.top:999/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11-戏曲,http://fuxin.yunjifei.top:999/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12-社会与法,http://fuxin.yunjifei.top:999/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13-新闻,http://fuxin.yunjifei.top:999/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14-少儿,http://fuxin.yunjifei.top:999/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15-音乐,http://fuxin.yunjifei.top:999/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+体育赛事,http://fuxin.yunjifei.top:999/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://fuxin.yunjifei.top:999/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://fuxin.yunjifei.top:999/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://fuxin.yunjifei.top:999/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://fuxin.yunjifei.top:999/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://fuxin.yunjifei.top:999/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://fuxin.yunjifei.top:999/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://fuxin.yunjifei.top:999/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://fuxin.yunjifei.top:999/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://fuxin.yunjifei.top:999/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://fuxin.yunjifei.top:999/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://fuxin.yunjifei.top:999/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://fuxin.yunjifei.top:999/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://fuxin.yunjifei.top:999/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://fuxin.yunjifei.top:999/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://fuxin.yunjifei.top:999/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://fuxin.yunjifei.top:999/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://fuxin.yunjifei.top:999/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://fuxin.yunjifei.top:999/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://fuxin.yunjifei.top:999/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
厦门卫视,http://fuxin.yunjifei.top:999/tsfile/live/0129_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://fuxin.yunjifei.top:999/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://fuxin.yunjifei.top:999/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://fuxin.yunjifei.top:999/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://fuxin.yunjifei.top:999/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://fuxin.yunjifei.top:999/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://fuxin.yunjifei.top:999/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://fuxin.yunjifei.top:999/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://fuxin.yunjifei.top:999/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://fuxin.yunjifei.top:999/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://fuxin.yunjifei.top:999/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://fuxin.yunjifei.top:999/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://fuxin.yunjifei.top:999/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁都市,http://fuxin.yunjifei.top:999/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁影视剧,http://fuxin.yunjifei.top:999/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁体育,http://fuxin.yunjifei.top:999/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁生活,http://fuxin.yunjifei.top:999/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁教育青少,http://fuxin.yunjifei.top:999/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁北方,http://fuxin.yunjifei.top:999/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁公共,http://fuxin.yunjifei.top:999/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁经济,http://fuxin.yunjifei.top:999/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁移动电视,http://fuxin.yunjifei.top:999/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视,http://fuxin.yunjifei.top:999/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
延边卫视,http://fuxin.yunjifei.top:999/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://fuxin.yunjifei.top:999/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
优漫卡通,http://fuxin.yunjifei.top:999/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
CHC家庭影院,http://fuxin.yunjifei.top:999/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
CHC动作电影,http://fuxin.yunjifei.top:999/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
CHC高清电影,http://fuxin.yunjifei.top:999/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0

华数4K,http://jiangxun.sendsmtp.com:40222/udp/239.81.0.123:4056
锦州新闻综合,http://srs.beijihainews.com.cn/video/jinzhou1/index.m3u8
锦州教育,http://srs.beijihainews.com.cn/video/jinzhou2/index.m3u8

浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8



🐹辽宁组播,#genre#
辽宁卫视,http://by4.nty.tv189.cn/live/tm-dxlnws-4000k.m3u8
锦州新闻综合,http://srs.beijihainews.com.cn/video/jinzhou1/index.m3u8
锦州教育,http://srs.beijihainews.com.cn/video/jinzhou2/index.m3u8
法库综合,rtmp://fktvzb.lnyun.com.cn/fkrm1/tvzb1?auth_key=1864483200-0-0-313f34f4f12c3a17c65eb92c11a01843
新民综合,rtmp://xmtvzb.lnyun.com.cn/xmrm3/tvzb3?auth_key=1864483200-0-0-fd347113a191c21a13feb704711213f4
瓦房店新闻综合,rtmp://wfdtvzb.lnyun.com.cn/wfdrm1/tvzb1?auth_key=1864483200-0-0-3025863e2ecbe338d2169ca4577f1745
庄河综合,rtmp://zhtvzb.lnyun.com.cn/zhrm2/tvzb2?auth_key=1864483200-0-0-822416c7abee6df8a8210bca001fe29c
营口新闻综合,rtmp://ykstvzb.lnyun.com.cn/yksrm2/tvzb2?auth_key=1864483200-0-0-9831b33b50b2c55919308227cb00e806
营口辽河文化生活,rtmp://ykstvzb.lnyun.com.cn/yksrm1/tvzb1?auth_key=1864483200-0-0-eb7b22fd0df13d253d7aa0e87378bbf4
兴城综合,rtmp://xctvzb.lnyun.com.cn/xcrm1/tvzb1?auth_key=1864483200-0-0-5617f6d80b7d5950cac818d8e3fc5e3d
阜蒙汉语综合,rtmp://fmtvzb.lnyun.com.cn/fmrm2/tvzb2?auth_key=1864483200-0-0-d55621552c8f25f5a9dd6290df93ad9d
昌图综合,rtmp://cttvzb.lnyun.com.cn/ctrm1/tvzb1?auth_key=1864483200-0-0-4a62b2682bb1428aea844cf43259ed7b
西丰综合,rtmp://xftvzb.lnyun.com.cn/xfrm1/tvzb1?auth_key=1864483200-0-0-8c012e7ee447410022f7504fc3269132
